State,Sector,Sl No,Project Name,Agency Name,Project Code,Date of Approval (MM/YYYY),Date of Commissioning Original,Date of Commissioning Revised,Date of Commissioning Anticipated,Cost Original,Cost Revised,Cost Anticipated,Cumulative Expenditure in Rs. Crore,Physical Progress (%)
TAMIL NADU,FINANCE,1438,CONSTRUCTION OF 726 Nos RESIDENTIAL QUARTERS CHENNAI,CPWD FOR FINANC,N28000109,11/2017,11/2021,N.A.,11/2022,348.77,N.A.,348.77,223.39,100
TAMIL NADU,MINES,1439,25.5 MW WIND POWER PROJECT AT KAYATHAR IN TAMILNADU,NALCO,N10000014,9/2017,6/2019,Mar-24,12/2024,166.62,163.17,163.17,135.63,65
TAMIL NADU,PETROLEUM,1440,IRUGUR-DEVANGONTHI POL PIPELINE,BPCL,N16000234,11/2012,2/2017,Oct-25,10/2025,678,1732,1732,532.03,38.4
TAMIL NADU,PETROLEUM,1441,ENNORE THIRUVALLUR BENGALURU PUDUCHERRY NAGAPATTINAM MADURAITUTICORIN GAS PIPELINE,IOCL,N16000253,5/2016,12/2018,Mar-24,12/2024,4497,6025,6025,5503.37,99.06
TAMIL NADU,PETROLEUM,1442,"CONSTRUCTION OF CAPTIVE POL LPG JETTY AT KAMARAJAR PORT, CHENNAI",IOCL,N16000403,10/2020,9/2023,Dec-24,12/2024,921,N.A.,921,685.45,89.3
TAMIL NADU,PETROLEUM,1443,"SETTING UP LUBE COMPLEX AT VILLAGES AMULLAVOYAL AND VAIKKADU, CHENNAI AS RESITEMENT OF EXISTING FACI",IOCL,N16000405,10/2020,12/2023,Aug-24,8/2024,1398,1587,1587,1126.27,90
TAMIL NADU,PETROLEUM,1444,CBR 9 MMTPA PROJECT,CPCL,N16000434,1/2021,6/2025,N.A.,6/2025,31580,31580,36354,1206.22,10
TAMIL NADU,PETROLEUM,1445,"GRASS ROOT POL TERMINAL AT VALLUR, CHENNAI",IOCL,N16000438,1/2022,7/2024,Dec-24,6/2025,827,887.71,887.71,452.06,69.7
TAMIL NADU,PETROLEUM,1446,CBR ASANUR PIPELINE AND ITS HOOK UP WITH EXISTING CHENNAI TRICHY MADURAI PRODUCT PIPELINE,IOCL,N16000451,3/2022,11/2024,N.A.,11/2024,564,N.A.,564,142.74,35.67
TAMIL NADU,PETROLEUM,1447,LAYING OF POL PIPELINES IN COMMON CORRIDOR FOR PROPOSED GRASS ROOT TERMINAL AT VALLUR (CHENNAI),IOCL,N16000455,1/2022,7/2024,May-26,5/2026,829,N.A.,829,201.96,49.61
TAMIL NADU,PETROLEUM,1448,EXTENSION OF ASANUR- SANKARI SECTION OF CHENNAI- TRICHY-MADURAI PIPELINE UPTO COIMBATORE (IRUGUR),IOCL,N16000479,1/2023,1/2025,N.A.,1/2025,346.7,N.A.,346.7,0.72,17.25
TAMIL NADU,PETROLEUM,1449,CGD PROJECT AT DHARMAPURI AND KRISHNAGIRI DISTRICTS,IOCL,N16000486,3/2022,3/2030,N.A.,12/2030,501,N.A.,501,72.38,3.6
TAMIL NADU,PETROLEUM,1450,"CGD PROJECT AT MADURAI, THENI AND VIRUDHNAGAR DISTRICTS",IOCL,N16000490,3/2022,3/2030,N.A.,12/2030,1328,N.A.,1328,137.96,3.9
TAMIL NADU,PETROLEUM,1451,"CGD PROJECT AT KANYAKUMARI, TUTICORIN, TIRUNVELI KATTABO AND TENKASI DISTRICTS",IOCL,N16000492,3/2022,3/2030,N.A.,12/2030,1295,N.A.,1295,128.02,4
TAMIL NADU,PETROLEUM,1452,CGD PROJECTS AT THE NILGIRIS AND ERODE DISTRICTS,BPCL,N16000521,12/2022,3/2030,N.A.,3/2030,3685,N.A.,3685,77.4,4.1
TAMIL NADU,RAILWAYS,1453,"EXTENSION OF MRTS FROM VELACHERY TO STN. THOMAS, MTP",MRTP,N22000028,4/2006,6/2013,Aug-24,10/2024,495.74,N.A.,734.01,627.75,98
TAMIL NADU,RAILWAYS,1454,MAYLADUTHURAI-THIRUVARUR- KARAIKUDI-THIRU 'PONDI'- AGASTIYAMPALLI,SR,N22000079,9/2007,2/2019,N.A.,3/2027,724.69,N.A.,3118.34,1924.98,78
TAMIL NADU,RAILWAYS,1455,TIDIVANAM-NAGARI (NL),SR,N22000085,9/2006,,Dec-26,3/2027,582.83,N.A.,3631.34,770.89,10
TAMIL NADU,RAILWAYS,1456,Chinnasalem-Kallakurichi New Line (MM of cuddalore- Salem 191 KM),SR,N22000567,1/2006,3/2025,Aug-24,12/2025,417.5,N.A.,419.44,195.52,58
TAMIL NADU,RAILWAYS,1457,CHENNAI BEACH-CHENNAI EGMORE (4.3 KM) (UMBRELLA WORK PB#57/2019-20/NR),SR,N22000568,3/2022,3/2026,Aug-24,12/2024,359.6,274.2,274.2,200.58,63
TAMIL NADU,RAILWAYS,1458,MORAPPUR-DHARMAPURI,SR,N22000618,2/2019,3/2028,Mar-27,3/2027,358.95,N.A.,358.95,37.11,1
TAMIL NADU,RAILWAYS,1459,KARAIKAL - PERALAM NEW LINE (MM OF TIRUCHCHIRAPPALLI- NAGORE-KARAIKAL),SR,N22000625,1/2019,3/2026,Sep-24,12/2024,304.22,N.A.,373.42,243.28,65
TAMIL NADU,RAILWAYS,1460,NAGAPATTINAM- THIRUTURAIPUNDI VIA THIRUKUVALAI NEW LINE (MM OF TIRUCHCHIRAPPALLI- NAGORE-KARAIKAL),SR,N22000626,7/2008,3/2026,Mar-27,3/2027,677.12,N.A.,788.05,167.05,16
TAMIL NADU,ROAD TRANSPORT AND,1461,FOUR LANNING OF VIKRAVANDI- SETHIYAHOPU FROM KM 0.000 TO KM 60.250(DESIGN CHAINAGE KM 0.000 TO KM 65.,NHAI,N24000652,3/2017,3/2020,May-24,5/2024,848.45,N.A.,848.45,303.04,48.26
TAMIL NADU,ROAD TRANSPORT AND,1462,FOUR LANNING OF CHOLOPURAM-THANJAVUR,NHAI,N24000697,8/2017,9/2020,Sep-24,9/2024,1176.37,N.A.,1176.37,1280.68,93.04
TAMIL NADU,ROAD TRANSPORT AND,1463,4-LANNING OF STHIYATHOPU- CHOLOPURAM,NHAI,N24000708,9/2017,8/2020,Sep-24,9/2024,1227.87,N.A.,1227.87,1287.38,87.7
TAMIL NADU,ROAD TRANSPORT AND,1464,FOUR LANINIG OF CHETTIKULAM TO NATHAM SECTION OF NH-785 FROM CHETTIKULUM (KM 7.300) TO NATHAM (KM. 3,NHAI,N24000826,3/2018,10/2022,Jan-24,1/2024,505.35,N.A.,837.69,376.61,99.75
TAMIL NADU,ROAD TRANSPORT AND,1465,FOUR LANING OF MADURAI- CHETTIKULAM SECTION OF NH- 785 FROM MADURAI (KM 0/000) TO CHETTICULAM (7/300),NHAI,N24000827,3/2018,11/2020,Apr-23,4/2023,628.71,N.A.,756.13,583.02,99.3
TAMIL NADU,ROAD TRANSPORT AND,1466,FOUR LANING OF VILUPPURAM TO PUDHUCHERRY (DESIGN CH. KM. 00/000 TO KM. 29/000) SECTION OF NH-45A ON,NHAI,N24001428,3/2018,11/2021,Dec-24,12/2024,998.7,1358.32,1358.32,868.73,95.98
TAMIL NADU,ROAD TRANSPORT AND,1467,FOUR LANING OF PUDUCHERRY (KM.29/000) TO POONDIYANKUPPAM (KM.67/000) SECTION OF NH-45A ON HAM UNDER,NHAI,N24001429,3/2018,11/2021,Dec-24,12/2024,1294.47,1588.4,1588.4,850.15,91.86
TAMIL NADU,ROAD TRANSPORT AND,1468,FOUR LANING OF POONDIYANKUPPAM (KM.67/000) TO SATTANATHAPOURAM (KM.123/800) SECTION OF NH- 45A ON HAM,NHAI,N24001430,3/2018,1/2022,Dec-24,12/2024,2120.4,2565.63,2565.63,1432.32,98.79
TAMIL NADU,ROAD TRANSPORT AND,1469,FOUR LANING OF SATTANATHAPURAM (KM.123/800) TO NAGAPATTINAM (KM.179/555) SECTION OF NH- 45A ON HAM UN,NHAI,N24001431,3/2018,10/2020,Aug-25,8/2025,1872.68,2661.51,2756.09,1080.43,45.2
TAMIL NADU,ROAD TRANSPORT AND,1470,CONSTRUCTION OF 4 LANE WITH PAVED SHOULDERS THIRUVAYARU BYPASS IN BETWEEN EXISTING KM.55/926 TO 62/6,MoRTH,N24001455,2/2022,8/2022,N.A.,10/2024,191.33,N.A.,191.33,142.11,75
TAMIL NADU,ROAD TRANSPORT AND,1471,BALANCE WORK 2-LANE WITH PAVED SHOULDERS OF NAGAPATTINAM - THANJAVUR SECTION OF NH-67 (NEW NH-83),NHAI,N24001600,10/2020,5/2023,Dec-24,12/2024,434.12,N.A.,434.12,258.89,99
TAMIL NADU,ROAD TRANSPORT AND,1472,4-LANING OF KAMALAPURAM - ODDANCHATRAM SECTION OF NH-209,NHAI,N24001601,1/2019,1/2023,Dec-24,12/2024,1051.69,N.A.,1051.69,518.65,72.02
TAMIL NADU,ROAD TRANSPORT AND,1473,4-LANING OF MADATHUKULAM - POLLACHI SECTION OF NH-209 (NEW NH-83),NHAI,N24001602,1/2019,12/2022,Jan-25,1/2025,1409.38,N.A.,1409.38,616.92,85.21
TAMIL NADU,ROAD TRANSPORT AND,1474,4-LANING OF ODDANCHATRAM - MADATHUKULAM SECTION OF NH-209 (NEW NH-83),NHAI,N24001603,1/2019,10/2022,Dec-23,12/2023,1518.53,N.A.,1607.54,915.4,100
TAMIL NADU,ROAD TRANSPORT AND,1475,"REMAINING WORK OF 2L+PS OF TRICHY - KARAIKUDI SECTION OF NH-210, INCLUDING TRICHY BYPASS",NHAI,N24001604,2/2019,3/2021,N.A.,10/2023,166.9,N.A.,166.9,121.94,100
TAMIL NADU,ROAD TRANSPORT AND,1476,"4-LANING OF MELUR - PILLAYARPATTI - KARAIKUDI SECTION OF NH-338, NH-36, NH- 383",NHAI,N24001605,6/2018,3/2022,N.A.,1/2025,1103.86,N.A.,1103.86,461.32,74.5
TAMIL NADU,ROAD TRANSPORT AND,1477,4-LANING OF VADIPPATTI - THAMARAIPATTI SECTION OF NH-744A (MADURAI RING ROAD),NHAI,N24001606,12/2018,3/2022,Mar-25,3/2025,854.94,N.A.,854.94,334.05,63
TAMIL NADU,ROAD TRANSPORT AND,1478,BALANCE WORKS OF FOUR LANE FROM KM 43+950 (THIRUVALLUR BYPASS) TO KM 61+470 (VEPPAMPATTU BYPASS) PAS,NHAI,N24001692,1/2022,9/2024,N.A.,9/2024,467.99,N.A.,468,18.83,12.2
TAMIL NADU,ROAD TRANSPORT AND,1479,FOUR LANING OF NERALURU TO THORAPALLI AGRAHARAM SECTION OF NH-844 (PKG-I) FROM KM.0+000 TO KM.23+350,NHAI,N24001693,9/2021,10/2024,N.A.,10/2024,1751.18,N.A.,1757.27,49.69,0
TAMIL NADU,ROAD TRANSPORT AND,1480,FOUR LANING OF THORAPALLI AGRAHARAM TO JITTANDAHALLI SECTION OF NH-844 (PKG-II) FROM KM.23+350 TO KM,NHAI,N24001694,2/2019,12/2023,Dec-24,12/2024,1243.57,N.A.,1243.57,171.63,0
TAMIL NADU,ROAD TRANSPORT AND,1481,FOUR LANING OF JITTANDAHALLI TO DHARMAPURI SECTION OF NH- 844 (PKG-III) FROM KM.60+100 TO KM.94+460,NHAI,N24001696,2/2019,8/2023,Dec-24,12/2024,1291.37,N.A.,1291.37,215.02,0
TAMIL NADU,ROAD TRANSPORT AND,1482,THOPPUR METTUR BHAVANI ERODE SECTION OF NH 544H FOR A LENGTH OF 85 KM,NHAI,N24001716,7/2022,8/2023,Dec-24,12/2024,186.5,210.81,210.81,12.92,85
TAMIL NADU,ROAD TRANSPORT AND,1483,BANGALORE CHENNAI EXPRESSWAY PHASE-III PACKAGE III (ARAKKONAM TO KANCHEEPURAM) FROM KM 204.500 TO K,NHAI,N24001717,11/2020,8/2024,N.A.,3/2025,1155.49,1458.45,1458.45,444.56,51.61
TAMIL NADU,ROAD TRANSPORT AND,1484,BANGALORE CHENNAI EXPRESSWAY PHASE-III PACKAGE II (WALAJAHPET TO ARAKKONAM) FROM KM 180.000 TO KM 2,NHAI,N24001718,12/2020,7/2024,N.A.,11/2024,843.48,1051.36,1051.36,349.3,80.09
TAMIL NADU,ROAD TRANSPORT AND,1485,4L BANGALORE-CHENNAI EXPRESSWAY FROM KM. 230.000 TO KM. 261.705 OF KANCHEPURAM TO SRIPERUMBUDUR SECT,NHAI,N24001719,2/2021,7/2024,N.A.,2/2025,2948.31,3516.83,3516.83,677.76,62.32
TAMIL NADU,ROAD TRANSPORT AND,1486,BANGALORE CHENNAI EXPRESSWAY PHASE-III ? PACKAGE I (GUDIPALA TO WALAJAJHPET) FROM KM 156.000 TO KM 1,NHAI,N24001720,10/2020,5/2024,N.A.,12/2024,1023.91,1341.51,1341.51,513.56,64.33
TAMIL NADU,ROAD TRANSPORT AND,1487,FOUR LANING OF MAMALLAPURAM TO MUGAIYUR SECTION OF NH332A FROM KM 0.000 TO KM 31.000,NHAI,N24001721,2/2019,5/2024,N.A.,8/2025,1008.99,1360.53,1360.53,163.5,33.01
TAMIL NADU,ROAD TRANSPORT AND,1488,6L OF MADURAVOYAL TO SRIPERUMBUDUR SECTION FROM KM. 13.800 TO KM. 37.000 OF NH-4 THROUGH STATE HIGH,NHAI,N24001722,11/2021,2/2023,N.A.,8/2024,463.44,463.44,463.44,331.01,98.5
TAMIL NADU,ROAD TRANSPORT AND,1489,KARAIPETTAI TO WALAJAPET FROM KM 71.015 TO 107.091,NHAI,N24001723,10/2018,2/2021,N.A.,3/2025,707.9,766.51,766.51,401.98,76.2
TAMIL NADU,ROAD TRANSPORT AND,1490,6L OF SRIPERUMBUDUR TO KARAIPETTAI FROM KM 37.000 TO KM 71.015 OF NH 48,NHAI,N24001725,1/2019,5/2021,N.A.,3/2026,819.89,N.A.,922.85,370.91,57.32
TAMIL NADU,ROAD TRANSPORT AND,1491,CONSTRUCTION OF BYPASS TO GUDIYATHAM TOWN IN KM 23/100 ? 29/250 INCLUDING LA AND SHIFTING OF NH-234,MoRTH,N24001828,1/2022,11/2024,N.A.,11/2024,221.03,243.95,243.95,119.28,54
TAMIL NADU,ROAD TRANSPORT AND,1492,FOUR LANING OF OTTANCHATRAM TO PALANI SECTION FROM KM 30/700 TO KM 55/000 OF NH 209(NEW NH- 83) INCLU,MoRTH,N24001829,10/2022,11/2024,N.A.,11/2024,172.15,N.A.,172.15,53.79,52
TAMIL NADU,ROAD TRANSPORT AND,1493,CONSTRUCTION OF STRR (WEST SIDE)-NH948A- BALAGONDAPALLI (TAMIL NADU) TO KARNATAKA/TAMIL NADU BORDER F,NHAI,N24001968,4/2022,5/2025,N.A.,5/2025,1260.74,N.A.,1260.74,364.32,39.73
TAMIL NADU,ROAD TRANSPORT AND,1494,4L OF THIRUMANGALAM TO VADUGAPATTI SECTION FROM KM 0.000 TO KM 36.000 OF NH- 744,NHAI,N24002084,3/2022,2/2025,N.A.,3/2025,1076.97,N.A.,1076.97,325.73,57.48
TAMIL NADU,ROAD TRANSPORT AND,1495,CONSTRUCTION OF NEW DOUBLE TIER 4 LANE ELEVATED CORRIDOR FROM CHENNAI PORT TO MADURAVOYAL IN CHENNAI,NHAI,N24002107,3/2023,5/2026,N.A.,5/2026,1382,N.A.,1382,0,0
TAMIL NADU,ROAD TRANSPORT AND,1496,CONSTRUCTION OF NEW DOUBLE TIER 4L ELEVATED CORRIDOR FROM CHENNAI PORT TO MADURAVOYAL IN CHENNAI DIS,NHAI,N24002108,3/2023,5/2026,N.A.,5/2026,1618.96,N.A.,1618.96,0,0
TAMIL NADU,ROAD TRANSPORT AND,1497,CONSTRUCTION OF NEW DOUBLE TIER 4L ELEVATED CORRIDOR FROM CHENNAI PORT TO MADURAVOYAL IN CHENNAI DIS,NHAI,N24002109,3/2023,5/2026,N.A.,5/2026,1301.37,N.A.,1301.37,0,0
TAMIL NADU,ROAD TRANSPORT AND,1498,CONSTRUCTION OF NEW DOUBLE TIER 4L ELEVATED CORRIDOR FROM CHENNAI PORT TO MADURAVOYAL IN CHENNAI DIS,NHAI,N24002110,3/2023,5/2026,N.A.,5/2026,1207.4,N.A.,1207.4,0,0
TAMIL NADU,ROAD TRANSPORT AND,1499,FOUR LANING OF MUGAIYUR TO MARAKKANAM SECTION OF NH- 332A FROM KM 31.000 TO KM 62.000,NHAI,N24002111,2/2019,12/2025,Dec-25,12/2025,825.94,1116.13,1116.13,98.5,17.32
TAMIL NADU,ROAD TRANSPORT AND,1500,SIX LANING OF TUTICORIN PORT ROAD SECTION OF NH-7A (NEW NH-138) FROM KM 0.000 TO KM 6.140 [EFFECTIVE,NHAI,N24002112,3/2023,7/2024,N.A.,1/2025,200.3,N.A.,200.3,37.75,60.03
TAMIL NADU,ROAD TRANSPORT AND,1501,4L OF LEFT-OVER WORKS INCLUDING ADDITIONAL STRUCTURES FROM KERALA/TAMIL NADU BORDER TO KANYAKUMARI S,NHAI,N24002113,3/2023,8/2025,N.A.,8/2025,1141.78,N.A.,1141.78,147.9,14.56
TAMIL NADU,ROAD TRANSPORT AND,1502,4L OF VADUGAPATTI TO THERKUVENGANALLUR (RAJAPALYAM) SECTION FROM KM 36.000 TO KM 71.600 OF NH744 UND,NHAI,N24002114,2/2022,4/2025,N.A.,4/2025,1097.59,N.A.,1317.06,420.65,59.36
TAMIL NADU,URBAN DEVELOPMENT,1503,CHENNAI METRO RAIL LTD (PHASE 1),CMRL,N28000084,2/2009,12/2015,N.A.,12/2015,14600,N.A.,18380,17619.68,100
TAMIL NADU,URBAN DEVELOPMENT,1504,CHENNAI METRO RAIL LTD (PHASE 1 EXT),CMRL,N28000097,6/2016,3/2018,N.A.,2/2021,3770,N.A.,3770,2527.73,100
TELANGANA,CIVIL AVIATION,1505,"CO CIVIL AVIATION REASEARCH ORG. (PH-II) AT BEGUMPET AIRPORT, HYDRABAD",AAI,N04000086,5/2020,5/2022,Jun-23,6/2023,353.61,N.A.,353.61,303.22,100
TELANGANA,COAL,1506,KAKATIYAKHANI OPENCAST III PROJECT PHASE-1,SCCL,N06000161,3/2017,3/2022,N.A.,3/2025,413.84,N.A.,413.84,378.72,58
TELANGANA,COAL,1507,GODAVARIKHANI COAL MINE,SCCL,N06000202,7/2019,3/2023,N.A.,3/2025,438.98,N.A.,438.98,152.08,68
TELANGANA,COAL,1508,VENKATESH KHANI COAL MINE,SCCL,N06000204,10/2020,3/2023,N.A.,3/2026,484.51,N.A.,484.51,150.64,30
TELANGANA,COAL,1509,RCE OF RAMAGUNDAM OPENCAST II EXTENSION PROJECT,SCCL,N06000210,11/2015,3/2023,N.A.,3/2025,489.62,N.A.,489.62,405.54,70
TELANGANA,COAL,1510,RCE OF INDARAM OPENCAST PROJECT,SCCL,N06000211,8/2017,3/2021,N.A.,3/2025,349.28,N.A.,424.81,335.24,80
TELANGANA,COAL,1511,RCE OF KALYANIKHANI OPENCAST PROJECT,SCCL,N06000213,3/2016,3/2020,N.A.,3/2025,384.32,N.A.,384.32,219.67,72
TELANGANA,COAL,1512,RCE OF KAKATHIYAKHANI OC - 2 PROJECT,SCCL,N06000214,8/2017,3/2020,N.A.,3/2025,442.42,N.A.,442.42,174.29,63
TELANGANA,COAL,1513,GOLETI OPENCAST MINE,SCCL,N06000258,7/2021,3/2026,N.A.,3/2026,345.6,N.A.,345.6,50.25,18
TELANGANA,HEALTH AND FAMILY WELFARE,1514,"COMPREHENSIVE PLANNING, DESIGNING, EXECUTION OF ALL INDIA INSTITUTE OF MEDICAL SCIENCES AT BIBINAGAR",HITES,N21000031,12/2018,7/2024,Feb-25,2/2025,1110.55,1110.55,1110.55,576.8,71.68
TELANGANA,HEALTH AND FAMILY WELFARE,1515,ESTABLISHMENT OF NATIONAL ANIMAL RESOURCE FACILITY FOR BIOMEDICAL RESEARCH AT HYDERABAD,CPWD FOR HEALTH,N28000098,10/2016,3/2020,Sep-24,9/2024,209.84,281.05,281.05,248.34,97.5
TELANGANA,POWER,1516,TELANGANA SUPER THERMAL POWER PROJECT PHASE I,NTPC,N18000212,1/2016,11/2020,Jul-22,2/2024,10598.98,N.A.,10998,10437.71,100
TELANGANA,RAILWAYS,1517,MANOHARABAD-KOTHPALL NEW LINE(SCR),SCR,N22000032,4/2006,3/2010,N.A.,3/2025,1160.48,N.A.,3014,1249.7,0
TELANGANA,RAILWAYS,1518,MANMAD-PARBHANI-NANDED- SECUNDERABAD-GADWAL- DHONE- GUNTAKAL - TRAIN COLLISION AVOIDANCE SYSTEM (958 K,SCR,N22000432,4/2017,3/2022,N.A.,3/2022,119.73,185,242.28,54.15,50
TELANGANA,ROAD TRANSPORT AND,1519,REHABILITATION AND UPGRADATION OF NH -565 FROM KM 1.00 TO 86.057 (NAKREKAL TO NAGARJUNSAGAR DAM SECT,MoRTH,N24000245,1/2014,3/2016,Sep-19,9/2019,270,N.A.,270,0,72.15
TELANGANA,ROAD TRANSPORT AND,1520,REHABILITATION AND UPGRADATION OF NH-221 FROM KM 121/0 TO 165/00 (OF VIJAYAWADA-JAGDALPUR RUDRAMPUR,MoRTH,N24000247,10/2014,2/2017,Dec-22,3/2025,295.47,N.A.,295.47,224.42,80.07
TELANGANA,ROAD TRANSPORT AND,1521,EPC- CORRIDOR APPROACH WORKS - NH (O): WIDENING EXISTING 2 LANE TO 2 LANE WITH PAVED SHOULDERS IN KM,MoRTH,N24000248,3/2015,1/2017,N.A.,12/2023,153.21,N.A.,153.21,100.96,93.11
TELANGANA,ROAD TRANSPORT AND,1522,WIDEINING TO TWO/FOUR LANE WITH PAVED SHOULDERS FROM EXISTING KM 182.120 TO KM 227.600 OF NH-167 ON,MoRTH,N24000980,10/2016,2/2019,Jun-22,8/2024,298.32,N.A.,298.32,178.47,94.5
TELANGANA,ROAD TRANSPORT AND,1523,WIDEINING TO TWO/FOUR LANE WITH PAVED SHOULDERS FROM EXISTING KM 180.60 TO KM 223.00 OF NH-63 ON NIZ,MoRTH,N24000981,10/2016,3/2019,Apr-23,8/2024,248.83,N.A.,248.83,173.82,100
TELANGANA,ROAD TRANSPORT AND,1524,WIDENING TO TWO LANE WITH PAVED SHOULDERS FROM KM 40/410 TO KM 84/037OF THIRUMALAGIRI TO SURYAPET SE,MoRTH,N24000982,1/2017,5/2019,Aug-19,8/2019,244.54,N.A.,244.54,176.32,99.9
TELANGANA,ROAD TRANSPORT AND,1525,WIDENING TO TWO LANE WITH PAVED SHOULDERS FROM KM 0/970 TO KM 40/410 OF JANAGAON-THIRUMALAGIRI OF NH,MoRTH,N24000983,1/2017,10/2019,Oct-19,2/2024,196.52,N.A.,196.52,125.53,95.7
TELANGANA,ROAD TRANSPORT AND,1526,WIDENING TO TWO LANE WITH PAVED SHOULDERS FROM KM 15.525 TO KM 62.880 OF JADCHERLA-KALWAKURTHY SECTI,MoRTH,N24000984,1/2017,12/2019,Dec-19,12/2019,283,N.A.,283,259.15,99.3
TELANGANA,ROAD TRANSPORT AND,1527,WIDENING TO TWO LANE WITH PAVED SHOULDERS FROM KM 67.00 TO 114.425 OF KALWAKURTHY-MALLEPALLY SECTION,MoRTH,N24000986,1/2017,5/2019,Jul-21,1/2024,300,N.A.,300,239.93,96.05
TELANGANA,ROAD TRANSPORT AND,1528,6 LANING FROM KM 9.90 TO KM 19.948 (ARAMGARH-SAMSHABAD SECTION) OF HYDERABAD- SAMSHABAD SECTION OF NH,MoRTH,N24000987,1/2018,5/2020,Dec-22,8/2024,283.15,N.A.,283.15,278.69,92.59
TELANGANA,ROAD TRANSPORT AND,1529,WIDENING AND STRENGTHENING OF EXISTING 2-LANE TO 2-LANE WITH PAVED SHOULDERS FROM KM.159/0 TO 165/4,MoRTH,N24000988,1/2018,12/2019,Nov-20,11/2020,230.03,N.A.,230.03,231.33,99.9
TELANGANA,ROAD TRANSPORT AND,1530,WIDENING AND STRENGTHENING OF EXISTING CARRIAGEWAY IN 2 LANE WITH PAVED SHOULDERS FROM KM.25/0 TO 59,MoRTH,N24000989,2/2018,6/2020,Jan-21,1/2021,206.13,N.A.,206.13,190.94,98.36
TELANGANA,ROAD TRANSPORT AND,1531,REHABILITATION AND UPGRADATION OF NH-167 FROM DESIGN KM.113.900 TO 154.479 (MALLEPALLY - HALIYA SECT,MoRTH,N24000990,2/2018,11/2019,Mar-22,1/2024,294.13,N.A.,294.13,198.75,86.21
TELANGANA,ROAD TRANSPORT AND,1532,REHABILITATION AND UPGRADATION OF NH-167 FROM DESIGN KM.187.723 TO 234.434 (MIRYALAGUDA TO KODAD SEC,MoRTH,N24000993,3/2018,9/2020,Jun-22,6/2023,322.81,N.A.,322.81,317.03,98.09
TELANGANA,ROAD TRANSPORT AND,1533,CONSTRUCTION OF SIX LANE ELEVATED CORRIDOR FROM KM.7.950 (UPPAL) TO KM.14.200 OF NH-163 TO DE-CONGES,MoRTH,N24000994,3/2018,7/2020,Jun-24,2/2026,626.76,N.A.,626.76,274.02,44
TELANGANA,ROAD TRANSPORT AND,1534,REHABILITATION AND UP- GRADATION TO TWO LANE WITH PAVED SHOULDERS FROM KM 0/0 TO 72/6 OF NH-365 (NAKR,MoRTH,N24000996,1/2017,10/2019,Oct-19,6/2021,605.08,N.A.,605.08,416.32,99.84
TELANGANA,ROAD TRANSPORT AND,1535,REHABILITATION AND UP GRADATION FROM KM. 121/0 TO 154/0 OF NAKAREKAL ? MALLAMPALLY SECTION OF NH- 365,MoRTH,N24000997,3/2018,7/2019,Jun-22,8/2024,192.67,N.A.,192.67,176.37,92
TELANGANA,ROAD TRANSPORT AND,1536,WIDENING AND STRENGTHENING/ RECONSTRUCTION OF EXISTING PAVEMENT TO FOUR ALNE WITH PAVED SHOULDERS FR,MoRTH,N24000998,1/2019,,Jan-23,8/2024,193.19,249.72,249.72,222.58,95
TELANGANA,ROAD TRANSPORT AND,1537,KHAMMAM-DEVARAPALLE PKG I [4L ACCESS CONTROLLED (GREENFIELD) FROM THALLAMPADU VILLAGE TO SOMAVARAM,NHAI,N24001482,8/2022,10/2024,N.A.,10/2024,772.11,N.A.,772.11,452.54,52.14
TELANGANA,ROAD TRANSPORT AND,1538,KHAMMAM DEVARAPALLE PKG II 4L ACCESS CONTROLLED (GREENFIELD) FROM SOMAVARAM VILLAGE TO CHINTAGUDEM V,NHAI,N24001483,2/2022,9/2024,N.A.,9/2024,637.11,N.A.,637.11,324.52,51.01
TELANGANA,ROAD TRANSPORT AND,1539,KHAMMAM-DEVARAPALLE PKG III [4L ACCESS CONTROLLED (GREENFIELD) FROM CHINTAGUDEM VILLAGE TO RECHERLA,NHAI,N24001484,9/2022,2/2024,Dec-24,12/2024,804.69,N.A.,804.69,378.36,66
TELANGANA,ROAD TRANSPORT AND,1540,4L OF KODAD (DESIGN KM 0.00/EXISTING KM 185.00 OF NH- 65) TO KHAMMAM (DESIGN KM 31.800/EXISTING KM 29,NHAI,N24001522,1/2021,1/2024,Dec-24,12/2024,1307.95,N.A.,1307.95,531.4,90
TELANGANA,ROAD TRANSPORT AND,1541,"6 LANING OF EXISTING 4-LANE STRETCH FROM KALKALLU AT KM.454+000 TO GUNDLA POCHAMPALLY AT KM.471+000,",NHAI,N24001555,3/2022,1/2025,N.A.,1/2025,955.49,N.A.,955.49,153.26,27.28
TELANGANA,ROAD TRANSPORT AND,1542,6L OF EXISTING 4L FROM GUNDLAPOCHAMPALLY TO BOWENPALLY FROM KM 471.300 TO KM 481.331 OF NH-44,NHAI,N24001556,12/2021,7/2024,N.A.,7/2024,521.53,N.A.,521.53,203.56,39.09
TELANGANA,ROAD TRANSPORT AND,1543,6L ACCESS CONTROLLED GREENFIELD HIGHWAY OF JULEKAL VILLAGE TO DINNEDEVARAPADU VILLAGE FROM KM 242.20,NHAI,N24001625,1/2022,1/2025,N.A.,1/2025,1227.57,N.A.,1227.57,4.98,0.95
